timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-13T12:26:40,codecarbon,19b84954-7fd5-4aac-b5f1-eae0c7f444e1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.297891230999085,1.691282948883865e-05,2.6854750056005068e-06,18.826666666666664,19.82521239739865,20.0,3.0305625149438182e-05,3.467447218399866e-05,3.219214908333217e-05,9.717224641676901e-05,Spain,ESP,catalonia,,,Linux-6.8.0-59-generic-x86_64-with-glibc2.35,3.10.12,3.0.1,20,12th Gen Intel(R) Core(TM) i7-12700H,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,1.9774,41.451,31.052104949951172,machine,N,1.0
