data_file,total_rewards_masked,masked_rewards_std,mean_masked,total_rewards_marl,marl_rewards_std,mean_marl
pod_dataset_189.csv,0.9626201094426193,0.017020804566729282,0.9626201094426193,0.9833330868884815,0.007067906753141543,0.9833330868884815
pod_dataset_30.csv,0.9651188793172661,0.01380579323199239,0.9651188793172661,0.9830570044659942,0.005880937891785587,0.9830570044659942
pod_dataset_174.csv,0.959203060305431,0.015328697731225992,0.959203060305431,0.9830303427708669,0.006686890108414319,0.9830303427708669
pod_dataset_153.csv,0.9625334263398716,0.01661956824100358,0.9625334263398716,0.9841116243090487,0.006230314569961674,0.9841116243090487
pod_dataset_27.csv,0.9613950149802063,0.014395444670399845,0.9613950149802063,0.9822190121610646,0.0063547820138122775,0.9822190121610646
pod_dataset_23.csv,0.9582706124318908,0.016738638184044884,0.9582706124318908,0.9834655054503618,0.006481152661964576,0.9834655054503618
pod_dataset_115.csv,0.9583221000603138,0.015414318345144092,0.9583221000603138,0.9835660750260988,0.0064646478263211266,0.9835660750260988
pod_dataset_26.csv,0.964032492340142,0.019066113977576214,0.964032492340142,0.9828591082072548,0.007852718423910799,0.9828591082072548
pod_dataset_175.csv,0.9575479039015354,0.017250415349913017,0.9575479039015354,0.9822907376348357,0.0066799474485150345,0.9822907376348357
pod_dataset_49.csv,0.9572123404549763,0.018858134107494488,0.9572123404549763,0.9826230597721395,0.006245143876517149,0.9826230597721395
pod_dataset_199.csv,0.9658834238000549,0.015060830721504647,0.9658834238000549,0.983612234689664,0.006741187503488363,0.983612234689664
pod_dataset_158.csv,0.9585178600418255,0.017643418945272358,0.9585178600418255,0.9835967929196832,0.006421124356983397,0.9835967929196832
pod_dataset_73.csv,0.9658368463304141,0.01600775700769712,0.9658368463304141,0.9830004716787096,0.00662520524460206,0.9830004716787096
pod_dataset_124.csv,0.960078406831063,0.018472689520491383,0.960078406831063,0.9824588258133586,0.0065680375534114144,0.9824588258133586
pod_dataset_1.csv,0.975123305948136,0.0,0.975123305948136,0.975123305948136,0.0,0.975123305948136
pod_dataset_140.csv,0.9607701700615655,0.01629868684497855,0.9607701700615655,0.9826889765608393,0.006887000357901456,0.9826889765608393
pod_dataset_184.csv,0.9593844935997573,0.0177776178760218,0.9593844935997573,0.9826235121686603,0.0066504127489842866,0.9826235121686603
pod_dataset_44.csv,0.9647290031288115,0.016708628405650534,0.9647290031288115,0.9834235856145139,0.0071279105587514794,0.9834235856145139
pod_dataset_131.csv,0.9618650660337215,0.01592102015295957,0.9618650660337215,0.9829949577535565,0.00676274901779692,0.9829949577535565
